VEHICLE
NUMBER     CAPACITY
  50          100

CUSTOMER
             X          Y  DEMAND  START  END  SERVICE TIME                                                                      NAME                                                                                                ADDRESS
49  106.825519  10.803796      50    180  240            15                                                       Công ty TNHH Sĩ Tấn                                   Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh
50  106.577309  10.730409      42    170  290            15                                                   Cao Văn Kế - 0397595295                  Đường Hàm Nghi, Phường Tam Phước, Phường Tam Phước, Thành phố Biên Hòa, Tỉnh Đồng Nai
51  106.671412  10.607637      61     70  250            15                                                            TK2 (Thái Hòa)                                 Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh
52  106.613365  10.713600      26    240  320            15                                Công ty TNHH MTV Gỗ Công Nghiệp Thiện Nhân                                                     Đường Vĩnh Phú 3, Thị xã Thuận An, Tỉnh Bình Dương
53  106.647409  10.764951      27    260  330            15                                                                  Cầu Vồng                                    Đường Nhị Bình 3, Xã Nhị Bình, Huyện Hóc Môn, Thành phố Hồ Chí Minh
54  106.648688  10.730391      16    230  320            15             Công Ty TNHH Thiết Kế Thi Công Nội - Ngoại Thất Az-Home Decor                                      Đường 130, Xã Tân Thạnh Đông, Huyện Củ Chi, Thành phố Hồ Chí Minh
55  106.710036  10.837510      22    100  160            15                                                 Công Ty TNHH Nội Thất 2SH                                              Bình Thung, Phường Bình An, Thị xã Dĩ An, Tỉnh Bình Dương
56  106.803975  10.784537      75    220  280            15                                                      Xưởng Mộc Duy Nguyễn  68/20 Tân Chánh Hiệp 35, Phường Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh
57  106.740235  10.675202      32    210  270            15                                                               Mẫu A Quang                                                Khu Phố Thanh Ba, Thị Trấn Cần Giuộc, Long An, Việt Nam
58  106.683667  10.703642      78    190  280            15                        Công ty Cổ Phần Thiết Kế Trang Trí Nội Thất Vũ Lâm                        254/1 Đường Nguyễn Bình, ấp 2, Xã Phú Xuân, Huyện Nhà Bè, Thành phố Hồ Chí Minh
59  106.583541  10.784311      14    100  290            15                                                        Xưởng Nội Thất KTT                                           Đường Tl13, Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh
60  106.586309  10.697978      57    210  310            15    Công ty TNHH Thương Mại Sản Xuất Xây Dựng Trang Trí Nội Thất Ánh Dương              Đường Bình Chuẩn 76, Phường Bình Chuẩn, Thành Phố Thuận An, Bình Dương, Việt Nam
61  106.609567  10.768068      13    240  340            15                     Công ty TNHH Sản Xuất Thương Mại Dịch Vụ Hoàng Hải My                            Đường Tôn Đức Thắng, Phường Hoà Phú, Thành phố Thủ Dầu Một, Tỉnh Bình Dương
62  106.676179  10.735311      11     60  280            15                          Công ty TNHH Kiến Trúc Xây Dựng Nội Thất Kiến Âu                                           Phạm Hùng, Xã Phước Lộc, Huyện Nhà Bè, Thành phố Hồ Chí Minh
63  106.648959  10.735637      39    180  350            15                             Công ty TNHH Thương Mại & Dịch Vụ Nội Thất AE                                         Xa Lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Tỉnh Bình Dương
64  106.790110  10.792564      76    180  350            15                                                  Công ty TNHH SX TM Ca Na                            Đường Liên ấp 2-3-4, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh
65  106.751109  10.684840      31     50  110            15                                                          Công Ty TNHH M90                              Đường Liên ấp 123, Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh
66  106.650544  10.681761      77    200  290            15                                            Công ty TNHH Thiên Minh Design                           Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh
67  106.792214  10.781692      29    280  340            15      Công ty TNHH Xây Dựng Thương Mại Dịch Vụ Trang Trí Nội Thất Phát Đạt                     Đường Phạm Hùng Nối Dài, Phường Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh
68  106.807044  10.795473      45    230  340            15                   Công ty TNHH Thương Mại Dịch Vụ Xây Dựng Đạt Thuận Phát                                                                        Phạm Thế Hiển, Phường 6, Quận 8
69  106.384361  10.545354      67    120  180            15                              Công ty Cổ Phần Sản Xuất Và Thương Mại Gwood                                                 Đường 8b, Phú Hữu, Quận Thủ Đức, Thành phố Hồ Chí Minh
70  106.653446  10.745595      26    280  360            15                       Công ty TNHH Thiết Kế Và Thi Công Nội Thất Treehome                                Đường Đào Tông Nguyên, Xã Phú Xuân, Huyện Nhà Bè, Thành phố Hồ Chí Minh
71  106.623434  10.736392      58    210  280            15                                       Công ty TNHH Nội Thất Thông Minh H2                                     Vĩnh Lộc B, Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh
72  106.605634  10.775840      77    240  350            15                                                Công ty TNHH Richome Decor                              Xuân Thới Đông 2, Xã Xuân Thới Đông, Huyện Hóc Môn, Thành phố Hồ Chí Minh
73  106.604657  10.683152      66     80  350            15  Công ty TNHH Thương Mại Dịch Vụ Xây Dựng Và Trang Trí Nội Thất DIM Decor                                             321d, Quốc Lộ 62, Phường 6, Thành phố Tân An, Tỉnh Long An
74  106.796947  10.793265      58    200  370            15                                               Phan Phụng Kèo - 0983233347                                                   Võ Văn Kiệt, Phường 1, Quận 6, Thành phố Hồ Chí Minh
